Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Age
premium unleaded (required),275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,22,15,190,38050,9
premium unleaded (required),303.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,23,16,190,42150,8
premium unleaded (required),303.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,190,43600,8
premium unleaded (required),303.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,23,16,190,42850,7
premium unleaded (required),303.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,190,44300,7
premium unleaded (required),320.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,17,13,190,49750,11
premium unleaded (required),320.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,17,13,190,49850,10
premium unleaded (required),320.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,17,13,190,50100,9
premium unleaded (required),390.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,20,14,190,58400,8
premium unleaded (required),390.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,20,14,190,59000,7
premium unleaded (required),303.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,190,44050,6
premium unleaded (required),303.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,23,16,190,42600,6
premium unleaded (required),390.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,20,14,190,57600,6
premium unleaded (required),303.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,23,16,190,43700,5
premium unleaded (required),390.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,20,14,190,59800,5
premium unleaded (required),303.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,190,52000,5
premium unleaded (required),303.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,190,45150,5
premium unleaded (required),325.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,16,190,53400,4
premium unleaded (required),325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,24,17,190,44950,4
premium unleaded (required),390.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,20,14,190,61500,4
premium unleaded (required),325.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,16,190,46400,4
premium unleaded (required),382.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,15,12,617,115400,2
premium unleaded (required),536.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,14,12,617,137100,2
premium unleaded (required),416.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,14,13,617,119900,1
premium unleaded (required),563.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,14,12,617,139900,1
premium unleaded (required),621.0,12.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,13,11,617,217900,1
premium unleaded (required),325.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,24,16,190,50200,6
premium unleaded (recommended),325.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,25,17,190,45750,6
premium unleaded (required),325.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,25,17,190,58000,6
premium unleaded (required),325.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,24,16,190,51300,5
premium unleaded (recommended),325.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,25,17,190,46650,5
premium unleaded (required),343.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,25,17,190,61450,4
premium unleaded (recommended),325.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,25,17,190,47900,4
premium unleaded (recommended),325.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,24,16,190,52750,4
premium unleaded (recommended),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,19,190,38600,6
premium unleaded (recommended),330.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,25,17,190,43350,6
premium unleaded (recommended),348.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,25,17,190,48900,6
premium unleaded (recommended),330.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,25,18,190,40250,6
premium unleaded (recommended),348.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,19,190,50800,6
premium unleaded (recommended),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,19,190,37150,6
premium unleaded (recommended),348.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,19,190,51700,5
premium unleaded (recommended),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,19,190,37800,5
premium unleaded (recommended),348.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,25,17,190,49800,5
premium unleaded (recommended),330.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,25,18,190,40900,5
premium unleaded (recommended),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,19,190,39250,5
premium unleaded (recommended),330.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,25,17,190,44200,5
premium unleaded (recommended),330.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,25,17,190,45500,4
premium unleaded (recommended),330.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,25,18,190,42050,4
premium unleaded (recommended),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,19,190,40400,4
premium unleaded (recommended),348.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,19,190,53100,4
premium unleaded (recommended),348.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,25,17,190,51200,4
premium unleaded (recommended),328.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,25,18,190,41550,6
premium unleaded (recommended),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,27,19,190,44150,6
premium unleaded (recommended),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,27,19,190,39950,6
premium unleaded (recommended),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,27,19,190,35800,6
premium unleaded (recommended),328.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,25,18,190,37400,6
premium unleaded (recommended),218.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,29,20,190,32000,6
premium unleaded (recommended),328.0,6.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,25,17,190,40200,6
premium unleaded (recommended),218.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,27,19,190,35000,6
premium unleaded (recommended),218.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,29,20,190,33400,6
premium unleaded (recommended),328.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,25,18,190,44750,6
premium unleaded (recommended),328.0,6.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,25,17,190,41500,5
premium unleaded (recommended),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,27,19,190,36900,5
premium unleaded (recommended),218.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,29,20,190,33100,5
premium unleaded (recommended),328.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,25,18,190,38500,5
premium unleaded (recommended),328.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,25,18,190,41850,5
premium unleaded (recommended),328.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,25,18,190,46050,5
premium unleaded (recommended),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,27,19,190,45450,5
premium unleaded (recommended),218.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,27,19,190,36100,5
premium unleaded (recommended),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,27,19,190,40250,5
premium unleaded (recommended),218.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,29,20,190,34500,5
premium unleaded (required),328.0,6.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,25,17,190,37150,4
premium unleaded (required),328.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,25,18,190,34550,4
premium unleaded (required),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,27,19,190,32950,4
regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,29,21,190,2251,17
regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,29,21,190,2449,17
regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,28,20,190,22195,16
regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,29,21,190,21395,16
regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,28,20,190,24895,16
regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,29,21,190,24095,16
regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,23,20,190,22195,15
regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,29,21,190,21395,15
regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,22,16,190,33250,11
regular unleaded,298.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,24,17,190,33800,11
regular unleaded,280.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,23,17,190,33200,11
regular unleaded,280.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,23,17,190,31450,11
regular unleaded,298.0,6.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,24,17,190,31200,11
premium unleaded (required),275.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,23,16,190,33450,10
premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,17,190,33450,10
premium unleaded (required),306.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,23,17,190,33950,10
premium unleaded (required),293.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,23,17,190,34050,10
premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,17,190,31900,10
premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,17,190,31450,10
premium unleaded (required),306.0,6.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,25,17,190,32250,10
premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,17,190,32250,9
premium unleaded (required),306.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,23,17,190,34750,9
premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,17,190,32700,9
premium unleaded (required),306.0,6.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,25,17,190,33050,9
premium unleaded (required),325.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,24,16,190,46950,7
premium unleaded (required),325.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,25,17,190,54900,7
premium unleaded (required),325.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,25,17,190,44350,7
premium unleaded (recommended),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,19,190,37500,7
premium unleaded (recommended),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,19,190,36050,7
premium unleaded (recommended),330.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,25,18,190,39150,7
premium unleaded (recommended),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,19,190,50550,7
premium unleaded (recommended),330.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,25,17,190,40400,7
premium unleaded (recommended),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,27,19,190,43350,7
premium unleaded (recommended),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,27,19,190,33250,7
premium unleaded (recommended),328.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,25,18,190,36050,7
premium unleaded (recommended),328.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,25,18,190,43550,7
premium unleaded (recommended),328.0,6.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,25,17,190,37000,7
premium unleaded (recommended),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,27,19,190,34450,7
premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,24,18,190,35650,9
premium unleaded (required),330.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,26,17,190,36200,9
premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,24,18,190,34900,9
premium unleaded (required),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,26,18,190,33700,8
premium unleaded (required),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,26,18,190,33250,8
premium unleaded (required),328.0,6.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,25,17,190,34250,8
premium unleaded (required),325.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,25,17,190,43850,8
premium unleaded (required),328.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,25,18,190,35750,8
premium unleaded (required),330.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,25,18,190,38700,8
premium unleaded (required),330.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,25,17,190,37000,8
premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,26,18,190,35900,8
premium unleaded (required),325.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,24,16,190,43900,8
premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,26,18,190,36650,8
regular unleaded,106.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,27,210,14335,8
regular unleaded,148.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,31,22,210,14775,10
regular unleaded,173.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,31,22,210,18425,10
regular unleaded,171.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,32,22,210,19850,9
regular unleaded,148.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,33,24,210,15675,9
regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,37,25,210,16980,8
regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,35,25,210,20280,8
regular unleaded,217.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26,17,210,30210,9
regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,26,17,210,26755,9
regular unleaded,219.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,26,17,210,23100,9
regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,26,17,210,26960,9
regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,22,210,18765,9
regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,22,210,20290,9
regular unleaded,219.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,26,17,210,23100,9
regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,26,17,210,28580,8
regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,22,210,19275,8
regular unleaded,221.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,26,17,210,24180,8
regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,26,17,210,28960,8
flex-fuel (unleaded/E85),219.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,26,17,210,24710,8
regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,33,22,210,22220,8
regular unleaded,217.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26,17,210,32300,8
regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,22,210,20490,8
regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,22,210,21165,8
regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,26,17,210,29060,8
regular unleaded,221.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,26,17,210,24080,8
regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,26,17,210,28480,8
flex-fuel (unleaded/E85),219.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,26,17,210,24610,8
regular unleaded,221.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26,17,210,31870,8
regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,22,210,21275,7
regular unleaded,311.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,28,18,21,41400,0
premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,15,21,54550,0
regular unleaded,311.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,25,16,21,43900,0
regular unleaded,361.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,15,210,29310,9
regular unleaded,256.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,17,210,26910,9
regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,15,210,31755,8
regular unleaded,256.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,17,210,28250,8
premium unleaded (recommended),415.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,20,13,210,37610,8
regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,21,436,21599,7
regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,21,436,23999,7
regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,21,436,21599,6
regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,21,436,23999,6
regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,21,436,21899,5
regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,21,436,24299,5
premium unleaded (required),570.0,10.0,MANUAL,all wheel drive,2.0,Compact,Convertible,20,12,1158,248000,5
premium unleaded (required),560.0,10.0,MANUAL,all wheel drive,2.0,Compact,Convertible,20,12,1158,225400,5
premium unleaded (required),550.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,20,12,1158,187900,5
premium unleaded (required),570.0,10.0,MANUAL,all wheel drive,2.0,Compact,Coupe,20,12,1158,237600,5
premium unleaded (required),550.0,10.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,20,13,1158,191900,5
premium unleaded (required),560.0,10.0,MANUAL,all wheel drive,2.0,Compact,Coupe,20,12,1158,202000,5
premium unleaded (required),560.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,20,13,1158,202000,4
premium unleaded (required),560.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,20,13,1158,225400,4
premium unleaded (required),570.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,20,13,1158,248000,4
premium unleaded (required),550.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,20,12,1158,191900,4
premium unleaded (required),570.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,20,13,1158,237600,4
premium unleaded (required),550.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,20,12,1158,209500,4
premium unleaded (required),550.0,10.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,20,12,1158,209500,3
premium unleaded (required),550.0,10.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,20,14,1158,191900,3
premium unleaded (required),570.0,10.0,MANUAL,all wheel drive,2.0,Compact,Convertible,20,13,1158,251600,3
premium unleaded (required),550.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,20,12,1158,191900,3
premium unleaded (required),560.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,20,15,1158,198900,3
premium unleaded (required),570.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,20,13,1158,256300,3
premium unleaded (required),560.0,10.0,MANUAL,all wheel drive,2.0,Compact,Coupe,20,13,1158,202000,3
premium unleaded (required),570.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,20,13,1158,241200,3
premium unleaded (required),570.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,20,14,1158,251600,3
premium unleaded (required),570.0,10.0,MANUAL,all wheel drive,2.0,Compact,Coupe,20,13,1158,241200,3
premium unleaded (required),560.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,20,14,1158,202000,3
premium unleaded (required),560.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,20,13,1158,225400,3
premium unleaded (required),560.0,10.0,MANUAL,all wheel drive,2.0,Compact,Convertible,20,13,1158,225400,3
premium unleaded (recommended),348.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,24,16,1439,29350,3
premium unleaded (recommended),348.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,25,16,1439,32150,3
premium unleaded (recommended),274.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,17,1439,26350,3
premium unleaded (recommended),348.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,25,16,1439,32150,3
premium unleaded (recommended),348.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,25,16,1439,34600,3
premium unleaded (recommended),274.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,17,1439,29300,3
premium unleaded (recommended),348.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,24,16,1439,33400,3
premium unleaded (recommended),274.0,4.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,27,19,1439,27200,3
premium unleaded (recommended),348.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,25,16,1439,27950,2
premium unleaded (recommended),348.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,24,16,1439,26750,2
premium unleaded (recommended),348.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,25,16,1439,34600,2
premium unleaded (recommended),348.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,24,16,1439,33400,2
premium unleaded (recommended),348.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,24,16,1439,29500,2
premium unleaded (recommended),348.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,24,17,1439,26950,1
premium unleaded (recommended),348.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,25,16,1439,34950,1
premium unleaded (recommended),348.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,25,16,1439,28150,1
premium unleaded (recommended),348.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,24,17,1439,29900,1
premium unleaded (recommended),348.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,24,17,1439,33750,1
regular unleaded,333.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,27,18,1439,35200,3
premium unleaded (recommended),429.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,15,1439,47400,3
premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,15,1439,51500,2
regular unleaded,311.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,29,18,1439,38000,2
regular unleaded,311.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,25,16,1439,40500,2
regular unleaded,311.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,25,16,1439,41250,1
regular unleaded,311.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,29,18,1439,38750,1
premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,15,1439,53850,1
premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,25,15,238,77900,2
premium unleaded (required),345.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,25,15,238,69800,2
